hspeed,Distancefromexchange,MarketClassification, t24hr , httppost24hr , dns_24hrs , jitter_24hrs_up , jitter_24hrs_down , latencyloss24 
38.00,2209.09,2209.09,36.65,9.22,7.75,0.28,0.34,10.31
76.00,1377.51,1377.51,71.04,18.50,14.20,0.79,0.84,16.45
17.00,0.00,0.00,6.16,0.71,26.69,0.72,0.41,26.22
17.00,1730.94,1730.94,10.24,0.60,22.80,0.96,0.91,13.26
200.00,2510.21,2510.21,212.43,12.16,12.53,1.62,0.27,15.41
76.00,1268.72,1268.72,41.86,16.26,24.16,0.21,0.30,19.17
38.00,3592.22,3592.22,16.02,2.65,8.85,0.36,0.66,8.81
76.00,1897.37,1897.37,67.59,18.48,15.43,0.43,0.41,8.72
8.00,2686.13,2686.13,4.37,0.74,34.52,0.77,0.54,33.33
55.00,1009.83,1009.83,49.87,9.53,12.82,0.38,0.28,11.77
38.00,1703.56,1703.56,28.11,7.56,7.20,0.40,0.33,7.91
0.00,3251.34,3251.34,30.74,4.53,10.11,0.39,0.42,7.91
38.00,1848.41,1848.41,37.05,9.33,6.15,0.27,0.34,12.56
38.00,2204.09,2204.09,30.88,5.56,15.26,0.36,0.36,26.56
70.00,611.38,611.38,67.99,5.11,15.03,2.00,0.30,19.38
100.00,2340.17,2340.17,109.59,6.21,13.31,1.41,0.23,15.81
200.00,628.84,628.84,209.99,12.23,13.11,1.41,0.27,16.26
350.00,1577.51,1577.51,374.72,22.59,13.06,2.01,0.28,13.12
17.00,1881.75,1881.75,13.02,1.00,31.77,1.28,0.59,27.87
200.00,0.00,0.00,190.37,11.22,11.32,2.35,0.08,14.64
350.00,1915.05,1915.05,350.33,20.90,11.77,1.73,0.07,19.42
52.00,1722.78,1722.78,36.69,4.34,21.38,0.31,0.28,22.12
38.00,1929.65,1929.65,37.20,9.31,7.84,0.23,0.40,16.80
76.00,1905.48,1905.48,63.99,18.61,12.79,0.23,0.41,8.37
52.00,3725.23,3725.23,40.85,9.28,8.22,0.33,0.25,8.29
76.00,576.17,576.17,45.03,7.50,15.03,0.53,0.37,14.41
52.00,477.60,477.60,42.21,7.87,17.28,0.33,0.30,17.16
38.00,1697.64,1697.64,14.99,4.31,20.19,0.46,3.20,17.58
76.00,1490.02,1490.02,68.60,18.58,12.88,0.31,0.33,12.89
8.00,2883.44,2883.44,2.34,0.38,36.77,1.09,0.68,35.45
76.00,615.02,615.02,73.05,16.91,11.57,0.20,0.27,12.00
52.00,1084.25,1084.25,20.78,6.92,23.77,0.29,0.29,23.06
8.00,4348.71,4348.71,0.95,0.35,35.24,0.86,1.18,25.50
38.00,1044.50,1044.50,36.55,9.25,23.35,1.09,1.94,32.27
52.00,2364.31,2364.31,29.96,8.19,16.39,0.30,0.46,15.92
17.00,1730.28,1730.28,6.39,0.95,25.15,0.77,0.59,24.34
38.00,1915.19,1915.19,31.74,6.41,15.79,0.40,0.38,7.74
38.00,2299.78,2299.78,35.97,9.24,11.69,0.23,0.54,10.54
38.00,2564.48,2564.48,28.33,5.71,13.70,0.25,0.33,15.00
38.00,4171.94,4171.94,36.75,9.30,5.35,0.17,0.44,10.07
38.00,2064.60,2064.60,36.41,8.97,17.22,1.53,0.42,10.40
38.00,0.00,0.00,31.55,6.00,18.81,0.35,0.25,10.65
38.00,3733.53,3733.53,37.05,9.28,11.39,0.32,0.34,11.23
100.00,1849.60,1849.60,75.61,6.09,13.22,1.90,0.60,16.21
52.00,1030.22,1030.22,34.50,5.09,11.06,0.43,0.47,8.81
150.00,1074.06,1074.06,78.45,10.07,11.19,2.50,0.24,14.58
150.00,1043.55,1043.55,146.15,9.81,17.93,2.99,0.15,21.33
150.00,2217.81,2217.81,136.08,9.91,15.83,2.24,0.23,17.58
100.00,1450.17,1450.17,109.11,6.01,12.17,1.38,0.08,17.08
200.00,2903.03,2903.03,206.27,11.92,11.53,2.57,0.27,14.50
76.00,3083.48,3083.48,73.92,18.91,16.13,0.30,0.33,16.84
100.00,1130.16,1130.16,105.80,5.95,16.33,2.52,0.15,20.38
150.00,1471.54,1471.54,164.29,10.01,15.19,2.01,0.23,16.59
100.00,1179.01,1179.01,98.03,6.16,14.53,1.63,0.10,23.48
200.00,2408.88,2408.88,208.76,12.23,15.34,1.82,0.28,16.53
38.00,1988.84,1988.84,37.00,9.27,12.55,0.30,0.33,11.57
100.00,1694.01,1694.01,104.63,5.93,17.68,2.63,0.29,24.07
150.00,816.78,816.78,162.23,10.04,14.58,1.37,0.27,18.45
200.00,1395.71,1395.71,217.12,12.05,11.81,2.18,0.22,14.40
200.00,1115.52,1115.52,212.96,12.08,15.35,1.30,0.29,16.02
200.00,2437.88,2437.88,204.05,11.46,17.48,3.19,0.28,22.90
100.00,1851.22,1851.22,101.65,6.11,14.77,1.37,0.10,25.22
100.00,3574.44,3574.44,105.99,6.22,9.84,1.66,0.14,20.88
200.00,1720.34,1720.34,207.02,12.08,11.92,1.75,0.30,16.41
100.00,776.50,776.50,103.83,6.20,15.84,1.90,0.27,20.39
152.00,1901.21,1901.21,165.52,11.94,11.41,1.02,0.22,13.31
200.00,2970.72,2970.72,216.63,12.07,10.45,1.04,0.25,10.30
200.00,1521.42,1521.42,55.44,12.20,15.97,2.76,0.30,24.70
150.00,1908.35,1908.35,146.44,19.27,7.79,0.35,0.15,8.54
150.00,1505.53,1505.53,157.07,10.00,13.90,2.37,0.79,22.86
17.00,1959.99,1959.99,10.11,1.05,11.24,0.71,0.18,10.85
17.00,0.00,0.00,16.54,1.12,22.15,0.67,0.34,21.52
0.00,3392.13,3392.13,19.91,7.17,28.94,3.28,1.71,17.35
76.00,1416.80,1416.80,54.22,18.47,16.08,0.36,0.30,6.87
200.00,3872.58,3872.58,63.97,12.25,16.34,2.52,0.63,18.66
76.00,1700.97,1700.97,74.98,20.80,14.36,0.29,0.21,13.68
76.00,3150.98,3150.98,73.50,20.81,9.49,0.28,0.07,8.47
200.00,0.00,0.00,204.44,20.80,7.71,0.33,0.06,6.44
200.00,2668.80,2668.80,204.95,20.97,9.31,0.29,0.06,8.34
200.00,979.49,979.49,201.53,20.79,17.71,0.33,0.11,8.67
300.00,1399.08,1399.08,294.23,28.71,10.27,0.30,0.09,9.37
300.00,2932.50,2932.50,47.87,30.88,4.74,0.37,0.67,4.88
300.00,2006.90,2006.90,302.91,31.07,17.09,0.37,0.09,10.29
100.00,1726.44,1726.44,87.50,6.94,15.42,1.54,0.26,19.75
152.00,1202.14,1202.14,150.58,11.98,9.10,1.59,0.18,10.35
200.00,2162.80,2162.80,218.11,12.11,12.54,2.08,0.26,20.96
150.00,1575.01,1575.01,163.00,9.97,11.81,1.70,0.24,15.18
200.00,2308.70,2308.70,210.41,12.20,10.83,1.07,0.26,12.40
250.00,1478.79,1478.79,232.12,28.27,6.55,0.17,0.16,7.15
150.00,2980.10,2980.10,119.49,10.06,9.03,1.46,0.14,14.71
38.00,441.28,441.28,37.08,9.30,18.04,0.41,0.34,13.09
200.00,1528.98,1528.98,208.70,12.12,11.96,1.62,0.27,13.94
100.00,1218.50,1218.50,104.54,6.16,14.50,1.66,0.10,19.18
200.00,1425.56,1425.56,179.69,12.03,17.68,2.48,0.39,23.49
100.00,1696.71,1696.71,104.73,6.03,18.06,2.08,0.27,23.65
76.00,648.56,648.56,51.78,15.75,19.78,0.40,0.81,20.35
200.00,669.03,669.03,187.09,11.78,16.70,3.24,0.15,24.41
76.00,3902.35,3902.35,71.90,20.75,5.40,0.44,0.28,4.12
200.00,1797.38,1797.38,196.70,20.31,10.56,0.32,0.07,9.79
17.00,571.27,571.27,17.24,0.93,21.11,0.90,0.36,23.50
160.00,846.48,846.48,93.94,9.46,6.77,0.27,0.09,5.87
76.00,1138.07,1138.07,63.25,18.58,16.25,0.31,0.33,10.38
76.00,1095.47,1095.47,69.81,18.57,24.66,0.44,0.35,17.65
38.00,0.00,0.00,36.29,7.43,17.76,0.36,0.21,15.46
38.00,1260.66,1260.66,36.96,4.67,25.59,0.32,0.33,21.87
38.00,0.00,0.00,34.41,10.66,17.74,0.27,0.42,9.92
38.00,530.00,530.00,31.98,6.62,17.47,0.25,0.36,24.04
100.00,2259.72,2259.72,82.84,6.17,13.32,1.15,0.24,22.01
38.00,1623.39,1623.39,37.12,9.24,19.23,0.35,0.40,17.43
76.00,836.93,836.93,55.81,15.77,15.38,0.43,0.38,14.15
76.00,1582.34,1582.34,70.84,16.98,5.08,0.20,0.27,5.62
76.00,902.48,902.48,56.39,18.62,13.19,0.30,0.33,14.23
100.00,0.00,0.00,58.09,70.45,5.09,0.08,0.13,1.39
0.00,2485.32,2485.32,40.75,4.93,41.67,4.21,3.78,34.76
76.00,148.95,148.95,74.25,18.56,11.67,0.20,0.32,10.76
17.00,86.05,86.05,17.59,1.08,20.13,0.50,0.36,14.78
17.00,2178.81,2178.81,5.27,0.38,51.29,1.06,0.52,44.04
38.00,1272.10,1272.10,21.24,2.68,20.37,0.38,0.38,14.63
38.00,537.62,537.62,35.79,9.24,25.32,0.24,0.33,28.64
17.00,487.94,487.94,20.07,1.08,21.59,1.05,0.95,20.69
38.00,2688.91,2688.91,31.49,6.95,18.98,0.40,0.35,10.45
38.00,2367.58,2367.58,36.36,8.15,13.03,0.39,0.41,11.92
50.00,488.62,488.62,54.15,3.17,15.30,1.69,0.12,19.35
100.00,232.78,232.78,109.54,6.02,8.01,1.21,0.22,12.37
200.00,1691.40,1691.40,216.13,12.19,10.66,1.97,0.25,10.15
76.00,0.00,0.00,58.70,18.82,24.21,0.29,0.45,20.08
200.00,1240.98,1240.98,201.71,12.20,22.78,2.31,0.28,15.49
38.00,734.21,734.21,25.28,5.87,10.84,0.36,0.44,15.26
76.00,767.03,767.03,74.22,16.97,20.54,0.20,0.29,18.56
76.00,1317.81,1317.81,74.03,18.52,15.56,0.23,0.34,12.25
200.00,1909.85,1909.85,211.52,17.78,17.99,4.25,0.10,21.50
76.00,314.50,314.50,62.93,18.34,20.21,0.26,0.30,20.23
76.00,2498.52,2498.52,73.85,18.90,12.37,0.20,0.35,10.54
0.00,2272.55,2272.55,39.26,18.25,29.54,5.88,3.97,22.61
76.00,771.88,771.88,37.87,18.62,20.13,0.35,0.32,17.14
300.00,1441.06,1441.06,271.49,20.36,26.54,3.24,0.35,32.43
100.00,1721.12,1721.12,89.13,6.14,16.18,1.94,0.39,24.25
17.00,1043.46,1043.46,11.16,0.94,23.55,1.21,0.34,25.70
38.00,2203.95,2203.95,36.77,9.32,12.26,0.29,0.30,15.44
76.00,1796.65,1796.65,52.76,17.41,9.95,0.21,0.21,8.73
38.00,1262.50,1262.50,22.29,1.14,23.96,0.62,0.51,20.36
76.00,4288.64,4288.64,67.02,18.56,8.20,0.19,0.35,7.21
38.00,0.00,0.00,31.74,7.32,18.08,0.30,0.33,11.31
38.00,1235.18,1235.18,34.58,5.78,11.10,1.09,0.99,10.57
152.00,2038.48,2038.48,136.60,13.94,15.50,4.04,0.16,22.75
76.00,3494.57,3494.57,74.50,18.98,6.75,0.20,0.18,7.44
200.00,1411.27,1411.27,191.30,12.03,13.50,2.68,0.31,11.70
76.00,158.98,158.98,73.28,18.53,11.22,0.19,0.35,10.41
200.00,1280.58,1280.58,212.58,11.93,11.17,2.09,0.24,14.37
150.00,1379.71,1379.71,163.88,10.05,15.59,1.60,0.25,19.74
200.00,2671.74,2671.74,217.49,12.23,15.53,1.68,0.25,19.37
200.00,918.09,918.09,180.95,12.07,18.55,3.42,0.29,29.55
150.00,2122.86,2122.86,164.27,9.92,9.60,1.65,0.08,14.80
100.00,663.59,663.59,103.14,6.02,7.75,1.61,0.08,17.71
150.00,444.07,444.07,159.56,9.90,16.74,2.96,0.29,18.37
76.00,933.67,933.67,73.23,17.09,19.70,0.22,0.32,16.13
76.00,2863.74,2863.74,74.47,19.35,5.01,0.21,0.34,12.47
17.00,627.00,627.00,17.18,0.95,23.64,0.50,0.75,16.36
300.00,965.19,965.19,214.34,20.89,32.03,2.25,0.26,22.68
76.00,4721.66,4721.66,64.76,18.51,10.77,0.25,0.30,10.68
200.00,513.10,513.10,188.99,11.93,19.24,3.16,0.37,21.33
17.00,324.52,324.52,6.24,0.80,31.45,0.76,0.47,28.46
350.00,1015.08,1015.08,362.88,20.76,16.69,2.78,0.26,28.16
100.00,968.28,968.28,97.76,5.91,16.04,4.50,0.21,17.42
76.00,1878.41,1878.41,49.27,20.72,6.82,0.71,0.82,7.44
38.00,713.94,713.94,36.03,9.48,6.91,0.30,0.34,16.31
76.00,1362.04,1362.04,44.32,12.96,7.93,0.27,0.27,6.88
76.00,81.02,81.02,68.30,18.36,8.80,0.27,0.36,7.50
76.00,3683.54,3683.54,49.02,16.97,20.20,0.30,0.35,12.47
76.00,2192.15,2192.15,51.84,9.52,7.08,0.28,0.43,6.31
17.00,1563.58,1563.58,11.71,1.13,20.60,0.58,1.47,20.20
70.00,194.80,194.80,71.49,4.75,16.24,4.24,0.28,15.11
76.00,144.59,144.59,74.03,18.57,21.09,0.26,0.30,13.19
76.00,496.17,496.17,73.70,18.36,26.48,0.33,0.35,18.88
38.00,357.00,357.00,35.62,9.16,24.01,0.54,0.50,16.60
38.00,574.92,574.92,32.24,8.46,22.75,0.46,0.42,17.49
38.00,1117.30,1117.30,36.99,7.40,15.19,0.34,0.51,16.31
17.00,1997.20,1997.20,10.04,1.09,14.09,0.46,0.25,13.83
76.00,0.00,0.00,46.05,7.24,10.95,0.34,0.33,12.75
38.00,2478.56,2478.56,17.15,4.04,9.07,0.53,0.36,8.50
76.00,331.04,331.04,52.78,13.06,12.43,0.29,0.47,11.85
38.00,3416.02,3416.02,29.49,8.64,19.63,0.29,0.54,20.22
76.00,278.43,278.43,55.44,18.89,7.95,0.17,0.36,8.32
76.00,1049.06,1049.06,60.11,17.97,21.14,0.26,0.41,19.21
76.00,445.04,445.04,73.56,17.87,15.38,0.30,0.28,5.55
76.00,1947.66,1947.66,64.66,18.56,7.79,0.31,0.33,7.09
17.00,440.52,440.52,14.22,0.72,28.34,0.63,0.42,27.73
100.00,587.58,587.58,107.89,6.08,30.40,1.88,0.29,18.72
76.00,2524.40,2524.40,52.56,9.05,17.42,0.58,0.39,10.73
200.00,1990.13,1990.13,178.02,12.19,16.62,2.38,0.42,22.31
100.00,1833.47,1833.47,106.90,5.93,22.82,4.31,0.54,24.39
100.00,2756.14,2756.14,109.42,6.09,14.90,1.46,0.24,17.76
150.00,1291.13,1291.13,163.71,10.08,12.10,2.11,0.27,15.29
60.00,1121.29,1121.29,47.97,6.14,17.23,2.69,0.72,24.73
38.00,3594.41,3594.41,35.71,4.44,28.62,0.30,0.34,21.17
76.00,0.00,0.00,65.68,18.44,19.57,0.30,0.32,19.71
38.00,2161.00,2161.00,12.36,7.48,17.14,3.54,2.29,13.33
100.00,1907.10,1907.10,104.07,6.19,11.07,2.67,0.14,13.80
200.00,2344.30,2344.30,214.10,12.22,16.35,2.33,0.24,17.54
200.00,349.52,349.52,206.24,11.94,18.64,2.37,0.28,28.17
38.00,6456.98,6456.98,32.52,6.07,11.80,0.36,0.47,10.97
38.00,1701.82,1701.82,21.06,1.83,21.17,0.54,0.38,13.21
38.00,1034.89,1034.89,36.28,9.23,13.30,0.40,0.67,12.35
76.00,1820.83,1820.83,73.48,18.56,16.48,0.32,0.33,10.41
38.00,3076.33,3076.33,36.74,9.33,5.84,0.27,0.30,12.36
38.00,1109.60,1109.60,36.25,9.30,14.36,0.38,0.36,22.48
76.00,96.51,96.51,73.72,18.41,19.79,0.24,0.24,11.68
17.00,339.98,339.98,16.25,1.06,6.71,0.72,0.39,5.74
76.00,1117.87,1117.87,62.76,18.53,7.92,0.19,0.44,7.10
17.00,6585.59,6585.59,13.03,1.13,20.73,0.65,0.41,20.70
200.00,294.11,294.11,214.83,12.16,10.30,0.99,0.24,14.33
8.00,2447.83,2447.83,2.89,0.36,42.16,1.28,0.61,40.12
200.00,372.77,372.77,167.98,11.37,13.57,4.04,0.42,15.84
17.00,571.42,571.42,12.97,0.85,24.11,0.80,0.39,30.29
76.00,1596.67,1596.67,61.90,18.43,17.16,0.27,0.31,9.58
76.00,592.98,592.98,35.90,5.92,12.26,0.49,0.41,9.35
76.00,456.34,456.34,68.82,18.56,18.71,0.18,0.34,18.60
17.00,831.71,831.71,12.21,0.97,23.08,0.90,0.37,24.20
17.00,1094.21,1094.21,4.52,0.91,25.78,0.76,0.41,19.20
38.00,2091.81,2091.81,28.70,2.18,18.95,0.38,0.32,17.81
76.00,1572.83,1572.83,58.69,14.11,17.53,0.23,0.29,16.18
38.00,1586.29,1586.29,27.73,5.40,36.34,0.44,0.38,26.99
150.00,2462.97,2462.97,163.29,10.09,9.39,1.71,0.11,11.67
76.00,152.64,152.64,70.77,16.91,13.13,0.36,0.20,13.28
200.00,2320.09,2320.09,218.08,12.23,16.20,2.25,0.24,25.38
38.00,776.74,776.74,36.92,9.31,9.80,0.22,0.43,9.27
200.00,531.72,531.72,214.38,12.02,13.98,1.46,0.09,17.24
76.00,1765.29,1765.29,74.25,16.97,8.91,0.22,0.29,7.85
200.00,1783.25,1783.25,208.65,12.00,11.64,2.10,0.26,13.37
150.00,1011.55,1011.55,153.49,10.00,15.15,2.18,0.34,19.14
8.00,1764.89,1764.89,1.24,0.62,37.52,0.87,0.90,45.51
76.00,1071.99,1071.99,68.15,18.39,11.02,0.31,0.34,10.34
150.00,385.06,385.06,164.43,10.01,15.75,1.27,0.25,19.04
76.00,2417.10,2417.10,57.15,13.63,23.82,0.21,0.27,24.14
200.00,1227.36,1227.36,169.44,11.92,16.38,1.73,0.34,19.82
200.00,1132.67,1132.67,194.27,12.18,15.35,1.61,0.10,20.81
38.00,1626.30,1626.30,12.22,9.47,12.13,0.65,0.63,9.42
76.00,3843.71,3843.71,74.17,18.58,18.87,0.27,0.26,10.38
200.00,1568.06,1568.06,103.27,12.04,15.56,3.03,0.23,18.38
200.00,654.66,654.66,212.54,20.95,14.36,1.15,0.29,21.27
200.00,0.00,0.00,214.84,12.01,16.64,1.79,0.13,18.42
70.00,348.24,348.24,75.40,4.99,15.87,1.82,0.21,22.29
70.00,775.26,775.26,76.73,5.14,12.04,2.38,0.24,14.61
100.00,526.02,526.02,96.36,5.80,18.91,1.81,0.28,20.28
200.00,3160.12,3160.12,204.18,11.33,16.25,3.03,0.26,19.78
200.00,1752.22,1752.22,189.74,20.74,14.96,1.79,0.13,20.30
200.00,1249.91,1249.91,218.40,12.18,14.27,1.59,0.10,14.83
150.00,1535.63,1535.63,156.01,10.17,10.07,1.83,0.19,18.95
55.00,728.83,728.83,51.53,9.67,23.65,0.38,0.35,21.64
38.00,3306.73,3306.73,16.39,1.11,17.62,0.58,0.39,8.83
17.00,2658.66,2658.66,3.87,0.82,24.90,0.83,0.79,28.63
17.00,464.57,464.57,5.39,0.38,27.18,1.20,0.91,20.37
38.00,574.78,574.78,27.77,5.57,25.18,0.43,0.44,23.92
76.00,452.91,452.91,64.59,18.42,26.29,0.34,0.37,19.49
76.00,0.00,0.00,37.09,9.26,11.85,0.40,0.30,10.23
76.00,1147.89,1147.89,71.22,18.57,6.73,0.32,0.36,10.56
8.00,3553.84,3553.84,2.08,0.38,44.43,1.52,0.75,45.25
17.00,5076.41,5076.41,2.07,0.39,67.22,0.79,0.55,60.70
38.00,925.27,925.27,35.55,9.94,22.39,0.33,0.61,22.32
38.00,2500.51,2500.51,24.93,2.47,27.36,0.44,0.38,28.05
50.00,1149.49,1149.49,53.86,3.07,8.75,1.57,0.23,21.95
200.00,2541.63,2541.63,215.57,11.50,20.97,2.66,0.32,22.32
76.00,2615.67,2615.67,57.41,18.43,13.13,0.27,0.30,11.56
76.00,1271.98,1271.98,70.82,18.54,10.45,0.29,0.38,9.83
38.00,176.14,176.14,17.46,6.97,43.58,0.35,0.23,36.22
17.00,0.00,0.00,7.87,0.68,25.31,0.96,0.44,28.03
100.00,2589.00,2589.00,106.20,6.00,9.40,2.70,0.17,15.75
76.00,468.97,468.97,62.20,18.58,10.34,0.26,0.28,8.84
38.00,387.76,387.76,36.74,8.44,38.91,0.31,0.49,37.25
55.00,1258.98,1258.98,48.51,9.61,11.30,0.43,0.28,10.13
76.00,1761.76,1761.76,72.09,18.52,20.79,0.30,0.75,19.84
38.00,1763.88,1763.88,37.29,7.04,12.98,0.21,0.45,9.90
200.00,2453.42,2453.42,187.02,20.94,16.95,1.33,0.24,27.13
38.00,3180.72,3180.72,36.96,9.32,11.07,0.17,0.45,13.12
38.00,840.12,840.12,36.94,9.30,7.32,0.37,0.31,13.33
76.00,2113.05,2113.05,66.89,18.50,16.01,0.20,0.45,11.53
20.00,1037.88,1037.88,12.80,0.82,23.33,1.18,0.48,22.14
20.00,1159.29,1159.29,8.05,0.70,17.71,0.79,0.55,15.77
250.00,647.36,647.36,236.27,28.58,8.60,0.18,0.14,7.90
350.00,801.02,801.02,336.48,20.92,17.09,1.48,0.24,19.73
100.00,952.24,952.24,109.39,6.09,10.63,1.57,0.10,20.05
38.00,2907.11,2907.11,36.87,9.29,8.08,0.27,0.35,13.32
76.00,672.98,672.98,73.64,18.55,8.47,0.19,0.37,8.09
76.00,418.31,418.31,62.11,18.19,9.82,0.28,0.35,7.14
76.00,1023.79,1023.79,65.26,18.57,19.66,0.31,0.34,13.15
200.00,2375.25,2375.25,186.28,12.24,14.30,2.21,0.38,18.29
38.00,2661.85,2661.85,15.66,3.67,8.57,0.31,0.46,7.85
150.00,1296.90,1296.90,163.86,10.03,14.19,1.01,0.23,18.43
38.00,1789.26,1789.26,36.99,9.34,15.52,0.27,0.29,8.05
76.00,1928.61,1928.61,35.77,17.33,11.82,0.74,0.87,10.22
200.00,651.95,651.95,213.08,11.64,13.38,2.45,0.27,14.43
100.00,832.17,832.17,108.88,6.01,11.10,1.08,0.25,13.26
150.00,1658.19,1658.19,146.26,9.92,17.29,2.19,0.23,22.27
200.00,998.70,998.70,217.52,12.20,9.46,0.96,0.24,14.24
38.00,1245.01,1245.01,30.46,9.89,24.10,0.26,0.50,17.45
200.00,2299.91,2299.91,208.04,12.10,12.83,2.46,0.23,20.88
8.00,226.37,226.37,5.11,0.33,23.20,0.72,0.24,21.02
38.00,246.40,246.40,36.66,8.90,13.47,0.26,1.03,8.61
17.00,0.00,0.00,15.63,0.78,16.55,2.10,0.37,29.13
100.00,652.90,652.90,107.43,6.06,11.64,2.27,0.09,12.38
8.00,4253.19,4253.19,4.29,0.34,40.34,1.20,0.43,32.91
75.00,1163.21,1163.21,75.89,9.57,7.09,0.36,0.15,8.52
100.00,3186.05,3186.05,109.61,5.98,19.70,2.31,0.12,25.44
38.00,2908.76,2908.76,17.84,3.95,9.53,0.35,0.40,8.87
76.00,757.54,757.54,70.52,18.39,14.96,0.26,0.44,9.09
20.00,1445.91,1445.91,9.14,1.11,33.80,0.40,0.43,30.82
76.00,2889.20,2889.20,73.53,21.32,5.70,0.18,0.07,4.53
17.00,586.73,586.73,17.37,1.01,11.62,0.47,0.38,6.61
17.00,445.17,445.17,15.74,0.93,14.31,0.75,0.70,7.17
76.00,2195.32,2195.32,68.74,18.04,20.74,0.32,0.38,19.02
76.00,1186.65,1186.65,73.65,18.53,14.83,0.36,0.28,7.33
38.00,0.00,0.00,36.76,1.83,15.59,0.62,0.37,10.09
38.00,2441.14,2441.14,36.63,7.00,9.15,0.33,0.40,11.69
76.00,1401.12,1401.12,67.99,18.51,15.73,0.24,0.44,15.37
200.00,1193.16,1193.16,212.62,12.16,10.41,2.27,0.69,19.85
76.00,547.79,547.79,73.53,18.56,10.12,0.22,0.37,8.74
76.00,979.80,979.80,69.47,18.51,10.23,0.29,0.32,9.92
150.00,1045.83,1045.83,162.55,9.94,16.16,2.40,0.25,20.99
70.00,1116.10,1116.10,73.22,4.99,7.57,1.55,1.27,7.95
8.00,2528.07,2528.07,6.34,0.73,19.36,0.65,0.73,14.80
76.00,1817.01,1817.01,73.04,18.45,18.15,0.33,0.35,9.55
76.00,615.29,615.29,50.50,14.74,22.10,1.07,1.27,21.41
76.00,804.77,804.77,35.73,13.37,12.49,0.34,0.34,6.07
38.00,3557.32,3557.32,20.42,4.13,11.18,0.51,0.57,10.79
38.00,447.67,447.67,36.19,1.83,14.19,0.78,0.55,13.27
76.00,2455.22,2455.22,65.44,18.68,24.33,0.26,0.36,18.37
76.00,854.00,854.00,51.93,10.82,20.37,0.37,0.31,20.18
76.00,963.99,963.99,54.41,18.56,25.82,0.25,0.31,25.87
17.00,738.05,738.05,14.39,1.05,8.35,0.49,0.45,7.82
8.00,0.00,0.00,1.29,0.55,29.06,1.35,1.16,28.33
17.00,2278.80,2278.80,8.65,0.77,18.52,1.30,0.43,13.87
76.00,860.01,860.01,62.66,16.59,18.49,0.83,0.65,15.30
76.00,1659.80,1659.80,63.21,18.58,57.19,0.26,0.42,7.00
50.00,1408.76,1408.76,54.82,2.87,15.70,1.75,0.08,18.59
300.00,286.79,286.79,189.45,20.99,18.15,2.32,0.25,22.17
76.00,312.84,312.84,74.20,18.56,11.39,0.20,0.42,10.15
76.00,389.65,389.65,72.58,18.59,7.17,0.21,0.26,14.74
38.00,2119.78,2119.78,30.23,6.30,17.60,0.42,0.43,14.52
200.00,1183.65,1183.65,218.00,12.14,12.93,2.59,0.24,14.37
250.00,6593.88,6593.88,230.26,27.70,7.20,0.17,0.16,7.75
100.00,0.00,0.00,110.74,23.51,30.61,0.47,0.09,7.19
38.00,2967.36,2967.36,26.92,6.65,20.54,0.39,0.55,20.21
76.00,3677.95,3677.95,65.76,18.40,22.86,0.37,0.35,17.45
38.00,3333.79,3333.79,36.82,9.28,17.42,0.25,0.44,16.65
76.00,981.85,981.85,68.36,14.51,10.21,0.32,0.31,9.18
75.00,1820.25,1820.25,75.98,9.79,6.46,0.37,0.16,8.33
200.00,1929.55,1929.55,197.64,12.00,16.54,2.25,0.16,20.72
150.00,907.89,907.89,163.96,10.09,11.18,1.74,0.24,11.91
200.00,1479.70,1479.70,182.61,11.30,11.82,2.93,0.21,14.76
100.00,2730.40,2730.40,109.61,6.01,14.34,1.08,0.22,14.43
100.00,0.00,0.00,109.63,6.10,12.70,1.89,0.21,14.10
200.00,2081.12,2081.12,217.88,12.18,10.56,1.53,0.22,10.94
100.00,237.54,237.54,105.85,5.94,16.03,1.14,0.26,22.96
17.00,2194.86,2194.86,5.16,1.23,24.39,0.94,0.94,30.63
50.00,1799.46,1799.46,54.60,2.91,16.19,1.83,0.15,25.88
200.00,655.70,655.70,180.62,12.20,17.42,2.19,0.44,23.01
38.00,1101.80,1101.80,35.72,8.01,21.97,0.46,0.33,19.97
38.00,0.00,0.00,36.24,9.40,16.42,0.31,0.46,16.71
38.00,382.97,382.97,37.15,9.38,14.09,0.45,0.35,7.48
38.00,403.04,403.04,31.47,17.88,17.21,0.31,0.37,10.23
17.00,1162.60,1162.60,13.42,1.05,17.00,0.55,0.31,15.12
17.00,347.52,347.52,10.24,0.78,29.98,1.17,0.69,27.34
38.00,1828.68,1828.68,35.40,9.42,17.24,0.38,0.27,13.02
52.00,601.77,601.77,44.36,8.23,9.22,0.41,0.50,9.79
76.00,2309.91,2309.91,49.81,11.13,22.86,0.36,0.52,21.70
55.00,0.00,0.00,39.40,8.86,12.95,0.39,0.27,11.45
55.00,977.70,977.70,46.99,9.44,10.56,0.43,0.26,9.53
76.00,815.72,815.72,39.66,13.53,15.38,0.59,4.71,11.28
38.00,1516.83,1516.83,36.52,9.35,15.45,0.55,0.69,11.36
76.00,862.98,862.98,45.07,9.65,16.38,0.33,0.51,13.04
76.00,360.54,360.54,46.57,14.17,9.67,0.23,0.27,8.95
76.00,949.40,949.40,47.57,16.18,6.20,0.30,0.33,6.51
200.00,1099.33,1099.33,191.73,12.13,15.84,1.90,0.09,25.66
