Ip,Throughput
192.0.78.242,0.024
192.0.78.243,0.025
192.0.78.244,0.024
192.0.78.245,0.03
192.0.78.246,0.029
192.0.78.247,0.023
192.0.78.248,0.026
192.0.78.249,0.026
192.0.78.250,0.03
192.0.78.251,0.024
192.0.78.252,0.025
192.0.78.253,0.029
192.0.78.254,0.029
66.6.33.21,0.301
66.6.33.22,0.578
66.6.33.23,0.591
66.6.33.27,0.105
66.6.33.28,0.569
66.6.33.34,0.298
66.6.33.149,0.286
66.6.33.159,0.299
66.6.33.193,0.105
66.6.33.194,0.176
66.6.33.195,0.157
66.6.33.196,0.193
66.6.33.197,0.194
66.6.33.198,0.238
151.101.16.118,0.033
151.101.16.119,0.083
151.101.16.188,0.183
151.101.16.250,0.099
185.88.181.2,0.438
185.88.181.3,0.622
185.88.181.4,0.567
185.88.181.5,0.559
185.88.181.6,0.586
185.88.181.7,0.789
185.88.181.8,0.641
185.88.181.9,0.58
185.88.181.10,0.619
185.88.181.15,0.601
185.88.181.16,0.578
185.88.181.17,0.567
185.88.181.18,0.634
185.88.181.19,0.559
185.88.181.20,0.572
185.88.181.39,0.534
185.88.181.40,0.534
185.88.181.41,0.621
185.88.181.42,0.635
185.88.181.43,0.591
185.88.181.44,0.638
185.88.181.45,0.554
185.88.181.46,0.51
185.88.181.47,0.654
185.88.181.48,0.615
185.88.181.49,0.508
185.88.181.50,0.613
185.88.181.51,0.552
185.88.181.52,0.56
185.88.181.53,0.598
185.88.181.55,0.577
185.88.181.56,0.581
185.88.181.57,0.548
185.88.181.58,0.575
185.88.181.59,0.632
185.88.181.60,0.598
216.58.205.32,1.186
216.58.205.33,1.173
216.58.205.34,1.24
216.58.205.36,1.234
216.58.205.37,1.177
216.58.205.38,1.135
216.58.205.39,1.141
216.58.205.40,1.139
216.58.205.41,1.183
216.58.205.42,1.27
216.58.205.43,1.122
216.58.205.45,1.131
216.58.205.46,1.266
216.58.205.47,1.257
216.58.205.49,0.793
216.58.205.50,1.205
216.58.205.53,1.194
216.58.205.54,1.184
216.58.205.55,1.175
216.58.205.56,1.185
216.58.205.57,1.195
216.58.205.58,1.099
216.58.205.59,1.179
216.58.205.60,1.132
216.58.205.61,1.128
216.58.205.62,1.144
216.58.205.63,1.189
216.58.205.64,0.936
216.58.205.65,0.983
216.58.205.66,0.945
216.58.205.67,0.936
216.58.205.68,0.974
216.58.205.69,1.019
216.58.205.70,0.949
216.58.205.71,0.907
216.58.205.72,0.909
216.58.205.73,0.971
216.58.205.74,0.812
216.58.205.75,0.9
216.58.205.77,0.389
216.58.205.78,0.976
216.58.205.79,0.929
216.58.205.81,0.628
216.58.205.82,0.994
216.58.205.85,0.956
216.58.205.86,0.962
216.58.205.87,0.889
216.58.205.88,0.911
216.58.205.89,0.957
216.58.205.90,0.951
216.58.205.91,0.913
216.58.205.92,0.894
216.58.205.93,0.922
216.58.205.94,0.891
216.58.205.95,0.966
216.58.205.224,1.152
216.58.205.225,1.028
216.58.205.226,1.009
216.58.205.227,1.03
216.58.205.228,1.028
216.58.205.229,1.02
216.58.205.230,1.076
216.58.205.231,1.063
216.58.205.232,1.111
216.58.205.233,1.028
216.58.205.234,1.1
216.58.205.235,1.18
216.58.205.237,0.987
216.58.205.238,1.075
216.58.205.239,1.17
216.58.205.241,0.771
216.58.205.242,0.969
216.58.205.245,1.082
216.58.205.246,1.112
216.58.205.247,1.145
216.58.205.248,0.958
216.58.205.249,1.087
216.58.205.250,1.032
216.58.205.251,1.071
216.58.205.252,0.976
216.58.205.253,1.273
216.58.205.254,0.964
125.209.222.49,0.002
125.209.222.50,0.005
125.209.222.53,0.108
125.209.222.54,0
125.209.222.92,0.008
125.209.222.132,0.029
125.209.222.135,0.113
125.209.222.136,0.146
125.209.222.137,0.153
125.209.222.138,0
125.209.222.140,0.005
125.209.222.142,0.187
125.209.222.143,0
125.209.222.144,0.193
125.209.222.169,0
125.209.222.198,0.017
125.209.222.201,0
125.209.222.210,0.004
125.209.222.240,0.002
125.209.222.242,0.002
125.209.222.244,0
17.172.224.10,0.236
17.172.224.14,0.002
17.172.224.15,0.002
17.172.224.22,0.201
17.172.224.23,1.267
17.172.224.26,0.002
17.172.224.27,0.21
17.172.224.28,0.205
17.172.224.29,0.22
17.172.224.30,0.211
17.172.224.31,0.217
17.172.224.34,0.196
17.172.224.36,0.217
17.172.224.38,0.191
17.172.224.39,0.008
17.172.224.44,0.097
17.172.224.45,0.114
17.172.224.57,0.002
17.172.224.64,0.151
17.172.224.65,0.146
17.172.224.75,0.002
17.172.224.76,0.063
17.172.224.77,0.002
17.172.224.78,0.233
17.172.224.81,0.203
17.172.224.82,0.204
17.172.224.83,0.193
17.172.224.84,0.002
17.172.224.85,1.279
17.172.224.86,0.002
17.172.224.87,0.002
17.172.224.91,0.095
17.172.224.92,0.002
17.172.224.93,0.19
17.172.224.94,0.082
17.172.224.95,0.002
17.172.224.96,0.002
17.172.224.98,0.002
17.172.224.99,0.222
17.172.224.100,0.218
17.172.224.101,0.216
17.172.224.102,0.214
17.172.224.103,0.223
17.172.224.104,0.215
17.172.224.105,0.212
17.172.224.106,0.21
17.172.224.107,0.212
17.172.224.108,0.209
17.172.224.109,0.191
17.172.224.110,0.197
17.172.224.111,0.233
17.172.224.112,0.22
17.172.224.113,0.206
17.172.224.114,0.22
17.172.224.115,0.216
17.172.224.116,0.002
17.172.224.117,0.002
17.172.224.118,0.002
17.172.224.119,0.002
17.172.224.122,0.226
17.172.224.159,0.2
17.172.224.229,0.002
111.13.49.136,0
111.13.49.140,0
111.13.49.153,0.047
111.13.49.170,0
111.13.49.202,0.038
111.13.49.203,0
111.13.49.205,0
111.13.49.206,0
111.13.49.210,0
111.13.49.217,0.021
111.13.49.233,0.001
111.13.49.243,0.001
111.13.49.244,0.001
34.210.113.19,0.037
34.210.113.46,0.001
34.210.113.47,0
34.210.113.53,0.05
34.210.113.55,0.002
34.210.113.67,0.001
34.210.113.88,0.104
34.210.113.96,0.003
34.210.113.123,0.001
34.210.113.139,0.003
34.210.113.143,0.008
34.210.113.144,0.011
34.210.113.165,0.112
34.210.113.233,0.036
34.210.113.235,0.101
198.11.132.1,0.118
198.11.132.2,0.137
198.11.132.6,0.166
198.11.132.7,0.173
198.11.132.8,0.162
198.11.132.9,0.031
198.11.132.11,0.262
198.11.132.13,0.04
198.11.132.14,0.112
198.11.132.15,0.006
198.11.132.16,0.001
198.11.132.17,0.01
198.11.132.18,0.015
198.11.132.21,0.014
198.11.132.22,0.01
198.11.132.23,0.35
198.11.132.24,0.037
198.11.132.25,0.007
198.11.132.27,0.016
198.11.132.29,0
198.11.132.32,0.056
198.11.132.33,0.229
198.11.132.34,0.138
198.11.132.38,0.131
198.11.132.42,0.157
198.11.132.43,0.138
198.11.132.44,0
198.11.132.46,0.042
198.11.132.47,0.016
198.11.132.49,0
198.11.132.51,0.164
198.11.132.54,0.123
198.11.132.55,0
198.11.132.56,0.148
198.11.132.57,0.139
198.11.132.62,0
198.11.132.66,0.134
198.11.132.68,0.141
198.11.132.69,0
198.11.132.71,0
198.11.132.74,0.131
198.11.132.76,0.001
198.11.132.83,0.126
198.11.132.85,0.021
198.11.132.88,0.028
198.11.132.89,0.157
198.11.132.90,0.163
198.11.132.91,0.163
198.11.132.101,0.135
198.11.132.117,0.125
198.11.132.118,0.166
198.11.132.135,0.041
198.11.132.137,0.001
198.11.132.140,0.151
198.11.132.144,0.042
198.11.132.151,0.129
198.11.132.152,0.149
198.11.132.155,0.011
198.11.132.168,0.016
198.11.132.171,0.159
198.11.132.172,0.251
198.11.132.183,0.011
198.11.132.185,0.015
198.11.132.187,0.058
198.11.132.188,0.013
198.11.132.189,0.133
198.11.132.190,0
198.11.132.191,0.151
198.11.132.192,0.004
198.11.132.193,0.061
198.11.132.197,0.011
198.11.132.198,0.171
198.11.132.199,0.165
198.11.132.208,0.042
198.11.132.215,0
198.11.132.223,0.138
198.11.132.230,0.044
198.11.132.231,0.001
198.11.132.233,0.005
198.11.132.237,0
198.11.132.242,0
198.11.132.243,0.034
198.11.132.244,0.041
198.11.132.245,0
198.11.132.249,0.004
198.11.132.252,0.001
52.94.237.26,0
52.94.237.70,0.027
52.94.237.72,0.006
52.94.237.81,0.032
52.94.237.125,0
52.94.237.126,0.069
52.94.237.151,0
52.94.237.223,0.08
217.20.147.3,0.291
217.20.147.5,0
66.254.114.1,0
66.254.114.2,0
66.254.114.3,0
66.254.114.4,0
66.254.114.5,0
66.254.114.6,0
66.254.114.7,0
66.254.114.8,0
66.254.114.9,0
66.254.114.10,0
66.254.114.11,0
66.254.114.12,0
66.254.114.13,0
66.254.114.14,0
66.254.114.15,0
66.254.114.16,0
66.254.114.17,0
66.254.114.18,0
66.254.114.19,0
66.254.114.20,0
66.254.114.21,0
66.254.114.22,0
66.254.114.23,0
66.254.114.24,0
66.254.114.25,0
66.254.114.26,0
66.254.114.27,0
66.254.114.28,0
66.254.114.29,0
66.254.114.30,0
66.254.114.31,0
66.254.114.32,0.133
66.254.114.36,0.28
66.254.114.37,0.345
66.254.114.38,0
66.254.114.40,2.412
66.254.114.42,2.486
66.254.114.44,2.601
66.254.114.49,0
66.254.114.59,0.05
66.254.114.66,0
66.254.114.67,0
66.254.114.68,0
66.254.114.69,0
66.254.114.70,0
66.254.114.71,0
66.254.114.72,0
66.254.114.74,0.003
66.254.114.75,0
66.254.114.77,0.017
66.254.114.78,2.842
66.254.114.80,3.032
66.254.114.88,0.053
66.254.114.89,0.056
66.254.114.90,0.054
66.254.114.93,0
66.254.114.95,0.001
66.254.114.96,0.001
66.254.114.98,0
66.254.114.99,0
66.254.114.100,0
66.254.114.101,0
66.254.114.102,0
66.254.114.103,0
66.254.114.104,0
66.254.114.105,0
66.254.114.106,0
66.254.114.107,0
66.254.114.108,0
66.254.114.109,0
66.254.114.110,0
66.254.114.111,0
66.254.114.118,0.003
66.254.114.122,0.035
66.254.114.124,1.265
66.254.114.125,1.256
66.254.114.127,0
66.254.114.129,1.153
66.254.114.130,1.373
66.254.114.131,0.94
66.254.114.132,0.054
66.254.114.133,0
66.254.114.138,0.168
66.254.114.141,0
66.254.114.147,0
66.254.114.161,0
66.254.114.162,0
66.254.114.163,0
66.254.114.164,0
66.254.114.165,0.181
66.254.114.166,0.093
66.254.114.170,0.059
66.254.114.172,1.626
66.254.114.173,0.051
66.254.114.176,0
66.254.114.177,0
66.254.114.178,0
66.254.114.179,0.018
66.254.114.180,0.491
66.254.114.181,0.093
66.254.114.182,2.856
66.254.114.184,3.892
66.254.114.186,0
66.254.114.188,0.275
66.254.114.190,0.053
66.254.114.210,0
66.254.114.211,0
169.55.60.5,0.447
169.55.60.10,0
169.55.60.46,0
169.55.60.50,0
169.55.60.59,0.006
169.55.60.62,0.001
169.55.60.73,0.021
169.55.60.92,0
169.55.60.98,0.023
169.55.60.101,0.196
169.55.60.102,0.015
169.55.60.144,0.008
169.55.60.151,0
169.55.60.163,0.013
169.55.60.172,0
169.55.60.182,0.002
169.55.60.183,0.003
169.55.60.200,0.015
169.55.60.201,0.017
169.55.60.206,0.011
169.55.60.228,0.025
169.55.60.229,0.029
169.55.60.230,0.029
169.55.60.234,0
169.55.60.250,0.003
169.55.60.251,0.005
151.101.193.28,0.428
151.101.193.96,0.023
151.101.193.109,0.867
151.101.193.110,0.059
151.101.193.134,0.307
151.101.193.250,0.032
111.13.149.22,0.011
111.13.149.67,0
111.13.149.74,0.032
111.13.149.80,0.024
111.13.149.96,0.024
111.13.149.97,0.006
111.13.149.99,0.001
111.13.149.151,0
111.13.149.152,0
111.13.149.153,0.007
111.13.149.155,0.062
111.13.149.156,0.01
111.13.149.157,0.011
111.13.149.158,0.004
54.239.39.24,0.005
54.239.39.37,0.005
54.239.39.47,0.087
54.239.39.53,0.087
54.239.39.56,0.098
54.239.39.58,0.138
54.239.39.64,0.242
54.239.39.66,0.131
54.239.39.73,0.22
54.239.39.90,0
54.239.39.98,0.124
54.239.39.101,0.128
54.239.39.130,0.181
54.239.39.193,1.629
54.239.39.194,0.063
54.239.39.197,0.517
54.239.39.199,1.537
54.239.39.201,0.063
54.239.39.203,2.312
54.239.39.204,0.785
54.239.39.207,2.126
54.239.39.208,0.063
54.239.39.213,1.632
54.239.39.214,0.77
54.239.39.215,1.767
54.239.39.230,0.144
54.239.39.232,0.116
54.239.39.233,0.044
54.239.39.235,0.049
54.239.39.240,0.06
54.239.39.241,0.064
54.239.39.247,0.143
54.239.39.249,0.063
54.239.39.250,0.141
133.237.16.18,0
133.237.16.33,0.048
133.237.16.34,0.001
133.237.16.45,0
133.237.16.51,0.004
133.237.16.54,0
133.237.16.60,0.009
133.237.16.75,0.055
133.237.16.96,0.003
133.237.16.115,0.014
133.237.16.136,0.012
133.237.16.137,0.015
133.237.16.154,0.001
133.237.16.174,0
133.237.16.180,0
133.237.16.181,0
91.195.240.226,0.242
52.95.116.10,0.067
52.95.116.34,0.002
52.95.116.38,0.005
52.95.116.223,0.021
52.95.116.246,0.001
124.225.65.23,0
124.225.65.34,0.013
124.225.65.43,0.016
124.225.65.44,0.007
124.225.65.45,0.007
124.225.65.68,0.015
124.225.65.69,0.016
124.225.65.70,0.016
124.225.65.71,0.011
124.225.65.72,0
124.225.65.73,0
124.225.65.78,0
124.225.65.84,0.002
124.225.65.85,0.002
124.225.65.93,0.001
124.225.65.107,0
124.225.65.131,0.001
124.225.65.132,0.003
124.225.65.139,0.001
124.225.65.173,0.81
124.225.65.177,0.127
124.225.65.183,0.299
124.225.65.228,0
124.225.65.230,0.339
124.225.65.231,0.34
205.204.101.1,0.151
205.204.101.2,0.174
205.204.101.3,0.138
205.204.101.4,0.001
205.204.101.7,0.219
205.204.101.8,0.17
205.204.101.10,0.161
205.204.101.12,0.141
205.204.101.13,0.129
205.204.101.15,0.168
205.204.101.16,0.21
205.204.101.17,0.01
205.204.101.18,0.026
205.204.101.19,0.011
205.204.101.20,0
205.204.101.21,0.165
205.204.101.23,0
205.204.101.24,0.048
205.204.101.25,0.041
205.204.101.27,0.04
205.204.101.28,0
205.204.101.31,0
205.204.101.32,0.042
205.204.101.33,0.134
205.204.101.35,0.139
205.204.101.36,0.15
205.204.101.37,0.139
205.204.101.38,0.273
205.204.101.39,0.387
205.204.101.42,0.356
205.204.101.44,0.011
205.204.101.48,0.002
205.204.101.49,0.124
205.204.101.50,0.015
205.204.101.51,0.163
205.204.101.52,0.162
205.204.101.56,0
205.204.101.57,0.142
205.204.101.58,0.148
205.204.101.62,0.004
205.204.101.64,0.011
205.204.101.66,0.002
205.204.101.100,0.153
205.204.101.104,0.001
205.204.101.123,0.011
205.204.101.125,0.015
205.204.101.127,0.075
205.204.101.135,0.001
205.204.101.140,0.16
205.204.101.141,0.121
205.204.101.149,0.001
205.204.101.154,0.039
205.204.101.157,0.04
205.204.101.172,0.002
205.204.101.175,0.042
205.204.101.177,0.007
205.204.101.181,0.143
205.204.101.183,0.016
205.204.101.184,0.011
205.204.101.191,0.009
205.204.101.192,0.042
205.204.101.193,0.015
205.204.101.194,0.239
205.204.101.195,0.006
205.204.101.198,0.061
205.204.101.200,0.141
205.204.101.203,0.015
205.204.101.208,0.011
205.204.101.210,0.121
205.204.101.214,0.166
205.204.101.215,0.033
205.204.101.216,0.011
205.204.101.217,0.039
205.204.101.225,0.235
205.204.101.237,0
205.204.101.239,0.002
205.204.101.241,0.001
205.204.101.243,0.002
205.204.101.244,0.021
205.204.101.245,0.02
205.204.101.246,0.138
205.204.101.252,0.04
205.204.101.254,0.042
118.191.216.34,0
103.23.108.108,0.002
103.23.108.145,0
103.23.108.200,0.004
23.236.60.9,0.007
23.236.60.15,0
23.236.60.29,0.049
23.236.60.44,0.003
23.236.60.51,0.002
23.236.60.57,0.098
23.236.60.59,0.109
23.236.60.66,0.013
23.236.60.91,0.074
23.236.60.116,0.024
23.236.60.125,0.11
23.236.60.152,0.004
23.236.60.159,0.003
23.236.60.165,0.016
23.236.60.168,0.053
23.236.60.179,0.027
23.236.60.208,0
23.236.60.241,0
23.236.60.247,0.01
23.236.60.249,0.061
23.236.60.254,0.009
54.239.33.19,0.067
54.239.33.27,0.7
54.239.33.29,0.119
54.239.33.55,0.149
54.239.33.56,0.018
54.239.33.72,0.039
54.239.33.74,3.97
54.239.33.112,0.056
54.239.33.114,0.054
54.239.33.116,0.049
54.239.33.118,0.122
54.239.33.147,0
54.239.33.198,0.011
54.239.33.212,0.578
54.239.33.215,0.53
54.239.33.224,0.28
54.239.33.225,0.574
54.239.33.227,0.006
54.239.33.231,2.24
54.239.33.234,0
202.108.8.19,0
202.108.8.47,0
202.108.8.66,0.009
202.108.8.67,0.009
202.108.8.93,0
202.108.8.110,0
202.108.8.115,0.001
202.108.8.118,0
202.108.8.119,0.001
202.108.8.124,0.001
202.108.8.131,0
202.108.8.149,0.002
202.108.8.159,1.985
202.108.8.171,0.002
202.108.8.192,0
151.101.62.1,0.214
151.101.62.24,0.29
151.101.62.25,0.065
151.101.62.51,0.69
151.101.62.65,0.091
151.101.62.97,0.335
151.101.62.101,0.073
151.101.62.104,0.201
151.101.62.143,0.672
151.101.62.150,0.423
151.101.62.208,0.093
123.30.175.11,0.058
123.30.175.12,0.001
123.30.175.14,0.002
123.30.175.17,0.06
123.30.175.19,0.059
123.30.175.21,0.06
123.30.175.24,0.062
123.30.175.34,0.025
123.30.175.36,0
123.30.175.40,0.06
123.30.175.41,0.028
123.30.175.49,0.002
123.30.175.57,0.028
123.30.175.58,0
123.30.175.59,0.002
123.30.175.60,0
123.30.175.61,0
123.30.175.62,0
123.30.175.97,0.059
123.30.175.98,0.06
123.30.175.99,0.059
123.30.175.100,0
123.30.175.101,0.058
123.30.175.102,0.063
123.30.175.103,0.063
123.30.175.104,0.06
123.30.175.105,0.061
123.30.175.106,0.06
123.30.175.107,0.063
123.30.175.108,0.06
123.30.175.109,0.064
123.30.175.110,0.061
123.30.175.114,0.061
123.30.175.115,0.058
5.57.16.65,0.004
5.57.16.88,1.348
5.57.16.89,0.725
5.57.16.90,0.94
5.57.16.99,0.986
5.57.16.100,1.134
5.57.16.101,1.022
5.57.16.143,0.165
5.57.16.145,0
5.57.16.149,1.156
5.57.16.230,0.238
216.21.13.10,0
216.21.13.11,0
216.21.13.13,0
216.21.13.14,0
216.21.13.15,0
216.21.13.16,0
216.21.13.17,0
216.21.13.19,0
216.21.13.27,0.05
216.21.13.52,0.016
216.21.13.71,0.003
216.21.13.74,0.118
216.21.13.75,0.007
123.103.5.58,0.001
123.103.5.61,0.021
123.103.5.77,0.001
123.103.5.87,0.032
123.103.5.88,0.018
123.103.5.89,0.006
123.103.5.95,0.021
123.103.5.101,0
123.103.5.104,0.003
123.103.5.105,0.002
151.101.130.1,0.301
151.101.130.24,0.138
151.101.130.25,0.305
151.101.130.51,0.709
151.101.130.65,0.049
151.101.130.97,0.354
151.101.130.101,0.468
151.101.130.104,0.335
151.101.130.143,0.272
151.101.130.150,0.4
151.101.130.208,0.183
151.101.128.118,0.031
151.101.128.119,0.065
151.101.128.188,0.183
151.101.128.250,0.107
40.84.199.49,0.002
40.84.199.54,0.002
40.84.199.86,0.003
40.84.199.175,0.003
40.84.199.179,0.003
40.84.199.200,0.001
40.84.199.208,0.003
40.84.199.218,0.001
40.84.199.223,0.007
40.84.199.246,0.016
40.84.199.249,0.001
34.225.103.46,0.062
34.225.103.52,0
34.225.103.59,0.122
34.225.103.77,0
34.225.103.102,0
34.225.103.125,0
34.225.103.132,0
34.225.103.203,0.013
34.225.103.218,0.053
34.225.103.222,0.001
34.225.103.234,0
34.225.103.238,0.113
34.225.103.252,0.015
159.53.116.15,0.016
159.53.116.16,0.018
159.53.116.19,0.006
159.53.116.20,0.151
159.53.116.21,0.008
159.53.116.22,0.045
159.53.116.27,0.006
159.53.116.28,0.032
159.53.116.30,0.043
159.53.116.31,0.049
159.53.116.32,0.008
159.53.116.33,0.043
159.53.116.45,0.007
159.53.116.67,0.005
159.53.116.75,0.015
159.53.116.82,0.019
159.53.116.90,0.019
159.53.116.93,0.017
159.53.116.95,0.018
159.53.116.108,0.001
159.53.116.135,0.037
159.53.116.155,0.014
159.53.116.171,0
159.53.116.172,0.036
159.53.116.173,0
159.53.116.195,0.015
159.53.116.201,0.017
159.53.116.208,0.015
159.53.116.251,0.052
192.147.130.63,0.231
192.147.130.76,0.129
192.147.130.80,0.237
192.147.130.95,0.001
192.147.130.96,0.001
192.147.130.116,0.002
192.147.130.118,0.069
192.147.130.136,0.002
192.147.130.148,0.046
192.147.130.162,0.002
192.147.130.165,0
192.147.130.173,0.128
192.147.130.203,0.005
192.147.130.207,0.041
192.147.130.240,0.234
123.58.180.86,0
123.58.180.161,0
123.58.180.184,0.008
123.58.180.231,0
104.192.110.199,0
104.192.110.205,0.002
104.192.110.206,0.001
104.192.110.214,0.01
104.192.110.215,0.002
104.192.110.219,0.002
104.192.110.223,0.028
104.192.110.236,0.015
104.192.110.241,0.012
104.192.110.246,0.016
104.192.110.254,0.002
42.236.9.9,0.014
42.236.9.10,0
42.236.9.12,0
42.236.9.13,0.002
42.236.9.15,0.001
42.236.9.22,0.167
42.236.9.28,0.002
42.236.9.35,0.156
42.236.9.37,0.511
42.236.9.40,0.005
42.236.9.43,0
42.236.9.44,0.025
42.236.9.53,0
42.236.9.55,0
42.236.9.58,0.002
42.236.9.69,0
42.236.9.72,0.002
42.236.9.78,0.002
42.236.9.80,0
42.236.9.83,0.002
42.236.9.84,0.169
42.236.9.89,0.156
42.236.9.90,0.048
42.236.9.99,0
42.236.9.110,0
42.236.9.111,0
42.236.9.113,0
42.236.9.123,0
42.236.9.125,0.167
42.236.9.137,0.001
106.11.47.4,0.121
106.11.47.5,0
106.11.47.15,0.158
106.11.47.18,0
106.11.47.24,0.013
106.11.47.36,0.013
106.11.47.40,0.079
106.11.47.43,0.098
106.11.47.53,0.158
106.11.47.54,0.151
163.53.78.10,0
163.53.78.11,0
163.53.78.60,0.003
163.53.78.99,0.134
163.53.78.102,0.016
163.53.78.110,0.001
163.53.78.112,0
163.53.78.114,0.001
163.53.78.115,0.001
163.53.78.116,0.001
163.53.78.117,0
163.53.78.118,0
163.53.78.129,0.002
163.53.78.142,0.183
163.53.78.148,0.151
163.53.78.151,0.012
163.53.78.160,0.006
110.75.139.8,0.013
110.75.139.12,0
110.75.139.21,0
110.75.139.22,0
66.254.124.32,0.012
66.254.124.33,0.03
66.254.124.34,0.011
66.254.124.35,0.014
66.254.124.37,0.028
66.254.124.64,0.011
66.254.124.65,0.32
66.254.124.66,0.013
66.254.124.67,0.365
66.254.124.68,0.013
66.254.124.69,0.016
66.254.124.70,0.014
66.254.124.71,0.01
66.254.124.72,0.023
66.254.124.73,0.012
66.254.124.74,0.017
66.254.124.75,0.014
66.254.124.76,0.023
66.254.124.77,0.023
66.254.124.78,0.013
66.254.124.79,0.02
66.254.124.80,0.472
66.254.124.81,0.014
66.254.124.82,0.015
66.254.124.83,0.01
66.254.124.84,0.015
66.254.124.85,0.014
66.254.124.86,0.011
66.254.124.87,0.014
66.254.124.88,0.015
66.254.124.89,0.016
66.254.124.90,0.009
66.254.124.91,0.017
66.254.124.92,0.014
66.254.124.93,0.016
66.254.124.94,0.014
66.254.124.95,0.016
66.254.124.96,0.008
66.254.124.98,0.502
66.254.124.99,0.013
66.254.124.100,0.022
66.254.124.101,0.011
66.254.124.102,0.016
66.254.124.110,0.5
66.254.124.111,0.013
66.254.124.112,0.016
66.254.124.113,0.014
66.254.124.114,0.015
66.254.124.115,0.015
66.254.124.116,0.016
66.254.124.117,0.014
66.254.124.118,0.01
66.254.124.125,0.012
66.254.124.126,0.644
66.254.124.127,0.022
66.254.124.149,0.278
66.254.124.162,0.56
66.254.124.189,0.014
66.254.124.207,0.011
66.254.124.208,0.016
66.254.124.209,0.014
66.254.124.210,0.01
66.254.124.211,0.023
66.254.124.212,0.011
66.254.124.215,0.022
66.254.124.216,0.015
66.254.124.217,0.015
66.254.124.218,0.014
66.254.124.220,0.011
66.254.124.222,0.011
66.254.124.227,0.027
66.254.124.228,0.01
66.254.124.229,0.01
66.254.124.230,0.015
66.254.124.231,0.015
66.254.124.237,0.011
66.254.124.238,0.014
66.254.124.239,0.015
66.254.124.243,0.011
66.254.124.244,0.01
66.254.124.245,0.01
66.254.124.249,0.012
66.254.124.250,0.015
66.254.124.251,0.014
66.254.124.252,0.011
66.254.124.253,0.015
66.254.124.254,0.001
151.101.65.28,0.693
151.101.65.96,0.021
151.101.65.109,0.681
151.101.65.110,0.09
151.101.65.134,0.326
151.101.65.250,0.032
203.104.153.10,0
203.104.153.11,0.012
203.104.153.12,0.052
203.104.153.13,0
203.104.153.15,0
203.104.153.17,0
203.104.153.20,0
203.104.153.22,0
203.104.153.24,0.006
203.104.153.33,0
203.104.153.35,0.001
203.104.153.36,0.035
203.104.153.38,0
203.104.153.40,0
203.104.153.45,0.001
203.104.153.46,0.001
203.104.153.56,0.001
203.104.153.67,0
203.104.153.70,0.001
203.104.153.72,0.001
203.104.153.77,0
203.104.153.84,0.001
203.104.153.93,0.001
203.104.153.94,0.001
203.104.153.100,0.002
203.104.153.110,0.001
203.104.153.114,0
203.104.153.116,0
203.104.153.142,0.001
203.104.153.152,0.017
203.104.153.154,0
203.104.153.160,0
203.104.153.161,0
203.104.153.169,0.001
203.104.153.180,0.001
203.104.153.188,0.005
203.104.153.190,0.001
203.104.153.194,0
203.104.153.195,0.023
203.104.153.198,0
203.104.153.204,0.001
203.104.153.218,0.001
203.104.153.219,0.001
203.104.153.239,0.008
203.104.153.243,0.007
203.133.167.14,0.005
203.133.167.15,0.005
203.133.167.19,0
203.133.167.78,0.002
203.133.167.79,0.005
203.133.167.80,0.005
203.133.167.84,0
54.222.60.141,0.133
54.222.60.199,0.001
54.222.60.206,0.009
54.222.60.216,0.001
54.222.60.252,0.553
54.222.60.253,0.272
219.85.79.132,0.333
219.85.79.133,0.001
219.85.79.136,0
219.85.79.138,0.001
219.85.79.139,0.001
219.85.79.141,0.33
219.85.79.142,0.316
219.85.79.145,0.001
219.85.79.147,0
219.85.79.151,0.333
219.85.79.152,0.331
219.85.79.156,0
219.85.79.160,0.001
219.85.79.166,0.001
219.85.79.167,0.001
219.85.79.168,0.001
219.85.79.173,0.001
219.85.79.185,0.001
219.85.79.250,0.003
171.159.228.20,0.186
171.159.228.21,0.358
171.159.228.173,0.28
223.223.182.43,0
223.223.182.68,0
223.223.182.196,0
223.223.182.216,0.037
223.223.182.219,0.07
223.223.182.229,0
223.223.182.246,0.063
223.165.27.12,0.016
223.165.27.25,0
223.165.27.29,0.047
223.165.27.32,0.05
223.165.27.37,0.001
223.165.27.38,0
223.165.27.42,0
223.165.27.43,0.023
223.165.27.44,0.105
223.165.27.47,0
223.165.27.48,0.051
223.165.27.51,0
223.165.27.55,0.002
223.165.27.58,0.001
223.165.27.59,0.474
223.165.27.61,0.001
223.165.27.62,0.004
223.165.27.67,0.126
223.165.27.68,0.008
223.165.27.71,0.001
223.165.27.73,0.027
223.165.27.75,0.001
223.165.27.76,0.008
223.165.27.81,0.001
223.165.27.84,0
223.165.27.86,0
223.165.27.87,0.05
223.165.27.88,0.002
223.165.27.91,0
223.165.27.93,0.001
223.165.27.95,0
223.165.27.96,0
223.165.27.99,0.141
223.165.27.101,0.003
223.165.27.102,0
223.165.27.103,0
223.165.27.104,0.008
223.165.27.107,0
223.165.27.108,0.008
223.165.27.109,0
223.165.27.114,0.07
223.165.27.115,0.008
223.165.27.117,0
223.165.27.118,0
223.165.27.120,0
223.165.27.121,0
223.165.27.124,0.098
223.165.27.125,0.049
223.165.27.129,0
223.165.27.130,0
223.165.27.132,0
223.165.27.136,0.008
223.165.27.137,0
223.165.27.140,0.007
223.165.27.142,0.012
